Student_ID,Department,Gender_Grade,Ethnicity_Grade,Grade,Marks,Pass_Status,Gender_Demo,Age,Ethnicity_Demo,Parent_Education,Course,Department_Exec,Attendance_Percent,Marks_Exec,Semester,Top_Performer,Student Name,Department_Perf500,Semester_Perf500,Attendance %,Internal Marks,External Marks,Total Marks,Grade_Perf500,Gender,Ethnicity,Parental Education,Test Preparation,Math Score,Reading Score,Writing Score,student_id,age,gender,course,year,parent_education,internet_access,hostel_resident,class_type,weather,Marks Range,Score Distribution
300,CIVIL,Female,Group D,B,84,Pass,Female,22,Group D,Master,MECH,MECH,83,91,7,No,Student_300,CIVIL,7,72,25,52,77,B,Male,Group D,Master's Degree,Completed,84.25,89.99,86.98,300,17,other,pharmacy,3rd year,no formal,yes,yes,online,rainy,,
301,CIVIL,Male,Group D,D,50,Pass,Male,22,Group A,Associate,EEE,ECE,78,44,4,No,Student_301,CIVIL,8,92,20,58,78,B,Male,Group B,High School,Completed,89.8,76.58,75.79,301,19,male,b.sc,2nd year,high school,yes,yes,online,sunny,,
302,EEE,Male,Group E,D,50,Pass,Male,17,Group A,PhD,EEE,CSE,87,96,5,Yes,Student_302,ECE,6,78,27,39,66,C,Female,Group E,Master's Degree,Completed,82.7,41.6,57.71,302,23,female,bba,1st year,no formal,yes,no,online,cloudy,,
303,ECE,Female,Group B,D,49,Fail,Female,22,Group A,Master,MECH,EEE,95,73,7,No,Student_303,ECE,5,98,33,42,75,B,Male,Group C,Bachelor's Degree,Completed,41.98,43.42,69.97,303,17,other,b.com,2nd year,post graduate,yes,no,offline,hot,,
304,ECE,Female,Group B,A,97,Pass,Male,23,Group B,Master,CIVIL,CIVIL,67,62,4,No,Student_304,ECE,8,68,35,43,78,B,Female,Group C,Some High School,Completed,85.93,81.05,64.37,304,24,other,ba,1st year,post graduate,yes,yes,offline,hot,,
305,ECE,Male,Group E,C,55,Pass,Male,18,Group B,PhD,EEE,CIVIL,90,49,2,No,Student_305,CIVIL,6,100,31,54,85,A,Female,Group C,Bachelor's Degree,Completed,66.71,51.9,46.53,305,21,male,b.com,1st year,post graduate,yes,yes,offline,hot,,
306,MECH,Male,Group A,D,43,Fail,Male,24,Group C,Bachelor,CSE,CIVIL,83,63,2,No,Student_306,MECH,7,81,30,48,78,B,Female,Group D,Some College,Completed,50.91,85.73,48.16,306,18,male,nursing,1st year,high school,yes,no,online,cloudy,,
307,CIVIL,Female,Group D,B,71,Pass,Male,19,Group D,Bachelor,MECH,EEE,88,45,5,No,Student_307,MECH,5,97,31,51,82,B,Male,Group E,Associate's Degree,Completed,69.79,65.65,33.22,307,19,male,diploma,2nd year,phd,yes,no,online,hot,,
308,CIVIL,Female,Group D,A,90,Pass,Female,25,Group B,Bachelor,ECE,CSE,65,52,5,No,Student_308,CSE,4,99,24,48,72,B,Female,Group C,Some College,Completed,90.96,39.05,79.2,308,21,female,nursing,3rd year,post graduate,yes,yes,offline,cloudy,,
309,CSE,Male,Group E,D,41,Fail,Female,25,Group B,Bachelor,EEE,EEE,64,42,3,No,Student_309,MECH,4,72,27,50,77,B,Female,Group E,Associate's Degree,Completed,90.44,72.11,77.28,309,19,female,nursing,3rd year,graduate,yes,no,offline,hot,,
310,ECE,Female,Group D,D,54,Pass,Female,23,Group D,High School,EEE,EEE,76,67,7,No,Student_310,CSE,8,67,22,42,64,C,Male,Group B,Some College,Completed,62.86,33.33,54.17,310,17,female,diploma,1st year,high school,no,no,offline,sunny,,
311,ECE,Female,Group A,A,87,Pass,Female,23,Group D,Associate,CIVIL,MECH,81,96,6,Yes,Student_311,ECE,6,65,36,51,87,A,Male,Group A,Some College,Completed,86.03,72.44,37.39,311,22,male,b.sc,2nd year,phd,no,no,offline,cold,,
312,ECE,Female,Group D,B,78,Pass,Male,23,Group C,Associate,ECE,EEE,61,68,6,No,Student_312,CSE,1,94,21,42,63,C,Male,Group C,Master's Degree,Completed,42.42,44.32,71.28,312,22,female,nursing,3rd year,post graduate,yes,yes,offline,cloudy,,
313,MECH,Female,Group E,C,66,Pass,Male,25,Group D,Bachelor,MECH,ECE,84,74,6,No,Student_313,CIVIL,3,76,38,38,76,B,Male,Group B,Some College,Completed,88.09,61.62,46.45,313,17,male,nursing,1st year,phd,yes,yes,offline,cloudy,,
314,ECE,Male,Group C,C,65,Pass,Male,18,Group B,Associate,CIVIL,CIVIL,78,50,7,No,Student_314,CSE,6,90,40,49,89,A,Female,Group E,Master's Degree,Completed,89.9,82.09,51.4,314,19,female,b.sc,1st year,high school,yes,yes,offline,cloudy,,
315,EEE,Female,Group B,A,92,Pass,Female,18,Group D,Associate,CSE,CSE,99,43,3,No,Student_315,EEE,7,84,30,35,65,C,Male,Group C,Some High School,Completed,63.72,52.49,42.67,315,18,male,b.tech,1st year,graduate,yes,no,offline,hot,,
316,CSE,Female,Group E,C,65,Pass,Female,24,Group E,High School,CIVIL,ECE,89,69,3,No,Student_316,EEE,2,96,37,50,87,A,Female,Group C,Some College,Completed,37.65,49.71,61.13,316,22,other,diploma,1st year,no formal,yes,yes,offline,cloudy,,
317,CIVIL,Male,Group A,C,64,Pass,Female,23,Group B,Associate,EEE,CIVIL,88,96,5,Yes,Student_317,MECH,7,94,35,52,87,A,Female,Group E,High School,Completed,81.66,41.04,37.76,317,22,female,ba,1st year,graduate,no,yes,offline,cold,,
318,ECE,Female,Group C,B,73,Pass,Male,17,Group A,Bachelor,CSE,CIVIL,95,73,5,No,Student_318,EEE,3,87,40,45,85,A,Male,Group E,Master's Degree,Completed,56.4,69.04,42.24,318,22,male,b.com,3rd year,graduate,no,yes,offline,hot,,
319,EEE,Male,Group D,D,40,Fail,Female,19,Group C,Associate,MECH,CIVIL,80,40,3,No,Student_319,ECE,2,92,33,41,74,B,Male,Group E,High School,Completed,76.42,86.29,82.28,319,24,other,ba,4th year,phd,yes,no,offline,hot,,
320,CSE,Male,Group D,B,83,Pass,Female,21,Group D,Associate,CIVIL,CSE,87,96,8,Yes,Student_320,MECH,1,93,31,60,91,A,Male,Group A,Bachelor's Degree,Completed,58.22,62.79,87.47,320,23,other,nursing,4th year,post graduate,yes,yes,offline,hot,,
321,MECH,Female,Group E,B,70,Pass,Female,24,Group A,PhD,CIVIL,MECH,79,47,8,No,Student_321,CIVIL,4,68,39,54,93,A,Male,Group D,High School,Completed,60.58,70.46,56.87,321,19,male,ba,3rd year,phd,yes,yes,offline,cloudy,,
322,CSE,Female,Group C,D,42,Fail,Male,23,Group D,Associate,ECE,CSE,95,87,1,No,Student_322,ECE,6,94,25,49,74,B,Female,Group E,Some College,Completed,73.56,88.16,43.27,322,17,male,ba,2nd year,phd,yes,yes,online,cold,,
323,CSE,Female,Group B,C,64,Pass,Female,21,Group D,Master,MECH,ECE,80,56,5,No,Student_323,CSE,5,89,31,56,87,A,Male,Group C,Bachelor's Degree,Completed,80.51,75.67,41.14,323,21,male,ba,4th year,no formal,yes,yes,offline,rainy,,
324,CIVIL,Female,Group C,B,80,Pass,Female,17,Group D,High School,EEE,CIVIL,94,65,3,No,Student_324,MECH,1,85,24,57,81,B,Male,Group B,Some High School,Completed,69.09,88.8,59.75,324,24,female,b.tech,4th year,phd,yes,yes,online,hot,,
325,CIVIL,Female,Group B,D,54,Pass,Female,17,Group A,Bachelor,MECH,MECH,86,72,8,No,Student_325,EEE,2,86,24,52,76,B,Female,Group B,Some College,Completed,51.85,77.63,65.04,325,24,female,b.tech,2nd year,no formal,yes,no,offline,hot,,
326,EEE,Male,Group B,A,88,Pass,Female,21,Group D,High School,CIVIL,CSE,71,43,3,No,Student_326,EEE,8,88,24,51,75,B,Female,Group E,High School,Completed,91.05,88.52,38.34,326,18,female,ba,1st year,graduate,yes,yes,offline,cold,,
327,ECE,Male,Group E,B,83,Pass,Male,24,Group E,Associate,CIVIL,CSE,80,97,2,Yes,Student_327,ECE,2,68,38,39,77,B,Male,Group E,Master's Degree,Completed,42.24,60.65,69.06,327,18,female,b.tech,2nd year,phd,yes,no,offline,cloudy,,
328,MECH,Male,Group A,A,99,Pass,Female,20,Group C,Bachelor,ECE,ECE,83,64,1,No,Student_328,EEE,3,67,22,59,81,B,Male,Group C,Associate's Degree,Completed,47.05,34.47,41.34,328,17,female,diploma,2nd year,post graduate,yes,yes,offline,hot,,
329,ECE,Female,Group C,A,100,Pass,Female,18,Group B,High School,EEE,CIVIL,74,87,3,No,Student_329,MECH,2,79,24,40,64,C,Male,Group A,Some College,Completed,55.79,50.27,32.64,329,18,male,ba,3rd year,phd,yes,yes,offline,cold,,
330,CSE,Male,Group E,D,42,Fail,Female,21,Group B,PhD,MECH,ECE,86,62,3,No,Student_330,CSE,1,87,38,46,84,B,Female,Group C,High School,Completed,42.92,31.04,79.14,330,21,male,bba,1st year,graduate,yes,no,offline,cold,,
331,CIVIL,Female,Group D,D,40,Fail,Female,21,Group B,Associate,EEE,CIVIL,68,86,5,No,Student_331,MECH,5,76,22,48,70,B,Female,Group D,Associate's Degree,Completed,65.68,64.28,60.03,331,21,other,ba,3rd year,post graduate,yes,yes,online,rainy,,
332,MECH,Male,Group C,A,93,Pass,Female,20,Group A,Bachelor,ECE,CIVIL,93,62,5,No,Student_332,CIVIL,4,81,35,48,83,B,Male,Group E,Some College,Completed,66.7,85.11,75.57,332,19,other,diploma,2nd year,graduate,yes,yes,offline,hot,,
333,CIVIL,Male,Group A,C,62,Pass,Female,22,Group B,Master,MECH,CSE,80,55,5,No,Student_333,ECE,3,74,24,45,69,C,Female,Group E,Some High School,Completed,35.83,53.92,86.2,333,19,other,ba,2nd year,phd,yes,yes,online,cold,,
334,CSE,Female,Group B,A,92,Pass,Female,25,Group E,High School,EEE,CIVIL,67,55,3,No,Student_334,CIVIL,2,83,26,59,85,A,Female,Group D,Associate's Degree,Completed,51.6,75.75,58.63,334,23,other,b.tech,1st year,no formal,yes,yes,offline,rainy,,
335,EEE,Male,Group C,A,87,Pass,Female,18,Group D,PhD,EEE,MECH,79,83,3,No,Student_335,EEE,5,67,35,47,82,B,Female,Group E,Master's Degree,Completed,70.05,34.73,80.94,335,20,female,bba,3rd year,high school,yes,yes,offline,cloudy,,
336,ECE,Female,Group A,D,52,Pass,Female,25,Group E,Associate,CIVIL,CSE,75,71,5,No,Student_336,CSE,8,97,22,56,78,B,Male,Group A,Master's Degree,Completed,68.23,36.77,35.82,336,23,other,b.sc,1st year,post graduate,no,no,offline,rainy,,
337,MECH,Female,Group B,A,89,Pass,Female,22,Group E,Bachelor,CIVIL,MECH,74,80,6,No,Student_337,CIVIL,5,93,35,42,77,B,Male,Group C,Some High School,Completed,59.97,51.83,73.18,337,24,other,bca,4th year,graduate,yes,yes,offline,rainy,,
338,ECE,Male,Group D,D,41,Fail,Male,21,Group A,Master,CSE,CSE,66,71,5,No,Student_338,CSE,2,69,37,59,96,A,Male,Group B,Some College,Completed,48.86,63.39,41.74,338,19,other,bca,3rd year,phd,no,no,online,hot,,
339,CIVIL,Male,Group B,A,95,Pass,Female,18,Group E,High School,CSE,MECH,88,65,3,No,Student_339,EEE,3,83,25,60,85,A,Female,Group D,Bachelor's Degree,Completed,92.87,37.96,43.62,339,18,male,bba,4th year,graduate,no,yes,offline,cold,,
340,CIVIL,Male,Group E,B,84,Pass,Female,23,Group D,High School,CSE,ECE,86,44,1,No,Student_340,EEE,3,73,29,51,80,B,Female,Group D,Master's Degree,Completed,56.07,41.28,69.51,340,24,male,ba,3rd year,no formal,yes,yes,offline,rainy,,
341,ECE,Male,Group B,A,96,Pass,Male,20,Group A,High School,ECE,MECH,94,69,7,No,Student_341,MECH,3,87,35,44,79,B,Female,Group A,Bachelor's Degree,Completed,86.28,52.92,46.98,341,22,female,bca,4th year,post graduate,no,yes,offline,cold,,
342,MECH,Female,Group C,D,46,Fail,Female,23,Group D,PhD,CIVIL,CSE,91,42,4,No,Student_342,CIVIL,3,88,39,54,93,A,Female,Group D,Bachelor's Degree,Completed,43.7,69.44,50.17,342,19,female,diploma,1st year,high school,yes,yes,online,rainy,,
343,CSE,Male,Group C,A,100,Pass,Male,20,Group B,PhD,MECH,ECE,74,84,6,No,Student_343,CIVIL,8,77,27,38,65,C,Male,Group E,Some College,Completed,70.76,57.94,32.05,343,21,other,nursing,1st year,graduate,yes,no,offline,cold,,
344,ECE,Female,Group B,C,59,Pass,Female,22,Group C,High School,MECH,CSE,69,84,8,No,Student_344,MECH,6,86,40,51,91,A,Female,Group C,Bachelor's Degree,Completed,58.37,72.27,42.41,344,21,male,pharmacy,4th year,no formal,yes,yes,online,cold,,
345,CSE,Female,Group C,C,68,Pass,Male,18,Group D,Bachelor,CSE,MECH,89,45,6,No,Student_345,ECE,8,65,40,51,91,A,Female,Group A,Associate's Degree,Completed,61.66,48.85,43.98,345,24,other,b.tech,3rd year,phd,yes,no,online,hot,,
346,CIVIL,Female,Group C,B,81,Pass,Male,25,Group E,High School,MECH,MECH,85,90,1,No,Student_346,MECH,8,98,37,44,81,B,Male,Group D,Master's Degree,Completed,57.91,88.29,85.1,346,19,other,bca,3rd year,graduate,yes,yes,offline,sunny,,
347,CSE,Female,Group A,D,43,Fail,Female,22,Group A,Master,MECH,EEE,73,77,3,No,Student_347,EEE,4,78,37,35,72,B,Female,Group E,Associate's Degree,Completed,91.02,39.31,56.8,347,24,other,b.tech,2nd year,phd,yes,yes,offline,sunny,,
348,CSE,Female,Group B,C,63,Pass,Female,18,Group B,Master,EEE,ECE,68,48,6,No,Student_348,CIVIL,1,73,25,44,69,C,Male,Group D,Some High School,Completed,95.07,32.31,84.31,348,24,male,ba,2nd year,graduate,yes,no,offline,cold,,
349,ECE,Male,Group B,D,41,Fail,Male,19,Group B,PhD,MECH,MECH,61,82,2,No,Student_349,CIVIL,8,93,34,57,91,A,Male,Group C,Associate's Degree,Completed,88.16,42.72,41.23,349,18,male,diploma,3rd year,phd,yes,yes,offline,cloudy,,
350,CSE,Male,Group C,B,77,Pass,Female,23,Group E,Master,EEE,MECH,70,89,1,No,Student_350,MECH,5,92,33,38,71,B,Female,Group C,Some High School,Completed,91.53,55.62,60.25,350,18,male,bba,2nd year,high school,yes,yes,online,sunny,,
351,CIVIL,Female,Group B,D,51,Pass,Female,20,Group E,Bachelor,EEE,EEE,67,100,8,Yes,Student_351,CSE,7,82,24,39,63,C,Male,Group A,Bachelor's Degree,Completed,37.73,86.98,67.59,351,21,other,nursing,1st year,no formal,yes,no,offline,cold,,
352,CIVIL,Female,Group D,A,85,Pass,Female,20,Group C,Associate,CSE,CSE,86,93,4,No,Student_352,CIVIL,7,81,38,36,74,B,Male,Group D,Some College,Completed,58.49,65.81,68.59,352,17,other,pharmacy,2nd year,graduate,yes,yes,online,sunny,,
353,EEE,Male,Group C,C,69,Pass,Male,25,Group C,High School,MECH,CIVIL,93,45,2,No,Student_353,ECE,4,84,31,48,79,B,Male,Group E,Associate's Degree,Completed,34.35,34.79,87.6,353,19,female,pharmacy,2nd year,no formal,yes,no,offline,cold,,
354,MECH,Female,Group E,C,66,Pass,Female,20,Group D,PhD,MECH,MECH,92,91,5,No,Student_354,EEE,4,90,28,58,86,A,Female,Group B,Some High School,Completed,95.91,73.98,53,354,20,male,diploma,4th year,phd,yes,no,offline,sunny,,
355,ECE,Female,Group E,C,59,Pass,Male,21,Group B,Associate,CIVIL,CSE,66,74,6,No,Student_355,ECE,4,83,35,36,71,B,Male,Group D,Some College,Completed,79.98,31.8,79.31,355,24,female,diploma,2nd year,phd,no,yes,offline,sunny,,
356,ECE,Female,Group C,A,91,Pass,Male,25,Group E,Master,CSE,CSE,100,69,7,No,Student_356,CSE,8,81,25,56,81,B,Male,Group C,Bachelor's Degree,Completed,46.94,33.08,53.7,356,24,other,nursing,2nd year,high school,yes,yes,online,hot,,
357,EEE,Male,Group B,A,94,Pass,Female,25,Group E,PhD,ECE,EEE,69,91,6,No,Student_357,CSE,8,88,25,55,80,B,Female,Group D,High School,Completed,42.24,39.42,37.56,357,18,female,b.com,3rd year,no formal,yes,no,online,cloudy,,
358,MECH,Female,Group A,C,61,Pass,Male,25,Group A,Associate,CSE,CIVIL,71,85,2,No,Student_358,MECH,8,94,33,44,77,B,Female,Group D,Associate's Degree,Completed,75.44,66.54,67.8,358,24,male,b.com,1st year,post graduate,yes,no,offline,sunny,,
359,MECH,Female,Group C,D,50,Pass,Male,25,Group C,Master,EEE,ECE,77,59,5,No,Student_359,EEE,5,70,22,37,59,C,Male,Group C,Some High School,Completed,37.06,71.63,61.84,359,17,female,ba,3rd year,post graduate,yes,no,offline,hot,,
360,CIVIL,Female,Group B,D,41,Fail,Female,19,Group B,Bachelor,ECE,ECE,68,71,7,No,Student_360,CIVIL,4,91,30,36,66,C,Male,Group E,Bachelor's Degree,Completed,84.86,60.89,75.26,360,22,female,diploma,1st year,post graduate,yes,no,offline,sunny,,
361,CIVIL,Female,Group D,D,41,Fail,Male,21,Group A,High School,EEE,MECH,71,47,7,No,Student_361,EEE,5,76,20,52,72,B,Male,Group D,Some High School,Completed,70.05,46.9,82.85,361,23,female,ba,4th year,graduate,yes,no,offline,cloudy,,
362,ECE,Female,Group C,D,45,Fail,Female,21,Group D,Associate,ECE,EEE,96,41,4,No,Student_362,CIVIL,2,71,22,43,65,C,Male,Group A,Some High School,Completed,54.37,74.35,46.75,362,24,other,b.sc,2nd year,graduate,yes,yes,offline,rainy,,
363,CSE,Female,Group B,B,73,Pass,Female,24,Group B,PhD,EEE,ECE,74,54,4,No,Student_363,ECE,7,77,29,48,77,B,Male,Group B,Bachelor's Degree,Completed,37.16,50.16,34.95,363,18,male,nursing,2nd year,high school,yes,yes,offline,rainy,,
364,CIVIL,Female,Group C,B,78,Pass,Female,19,Group A,Bachelor,EEE,MECH,86,41,5,No,Student_364,ECE,6,76,20,49,69,C,Female,Group D,Bachelor's Degree,Completed,36.99,64.15,87.13,364,24,female,diploma,2nd year,high school,yes,yes,online,hot,,
365,MECH,Female,Group C,A,86,Pass,Male,24,Group C,PhD,MECH,EEE,90,89,3,No,Student_365,EEE,4,85,23,40,63,C,Female,Group A,Associate's Degree,Completed,74.14,61.33,81.96,365,17,other,bca,2nd year,post graduate,yes,yes,offline,cloudy,,
366,CSE,Female,Group A,D,52,Pass,Female,19,Group B,Bachelor,MECH,CSE,60,86,2,No,Student_366,MECH,6,69,31,39,70,B,Male,Group D,Master's Degree,Completed,72.47,41.31,38.62,366,21,male,nursing,3rd year,phd,yes,yes,offline,rainy,,
367,CIVIL,Female,Group E,D,45,Fail,Male,19,Group A,Master,MECH,EEE,88,47,1,No,Student_367,EEE,8,91,40,47,87,A,Male,Group E,Some High School,Completed,61.08,31.44,39.03,367,20,male,nursing,3rd year,high school,yes,yes,offline,cold,,
368,CIVIL,Male,Group B,C,55,Pass,Male,23,Group A,Bachelor,CSE,MECH,70,87,7,No,Student_368,CSE,8,79,30,54,84,B,Female,Group D,Bachelor's Degree,Completed,52.28,32.85,41.26,368,19,male,pharmacy,4th year,high school,yes,yes,offline,hot,,
369,CSE,Female,Group A,D,45,Fail,Male,21,Group E,Bachelor,ECE,CIVIL,94,92,3,No,Student_369,EEE,5,65,32,39,71,B,Female,Group C,Master's Degree,Completed,74.74,39.95,61.36,369,17,female,b.com,4th year,graduate,yes,yes,online,rainy,,
370,CSE,Female,Group D,A,86,Pass,Male,21,Group E,Associate,EEE,MECH,95,47,7,No,Student_370,CSE,8,72,21,55,76,B,Female,Group C,Some College,Completed,44.31,85.55,46.84,370,23,male,b.sc,2nd year,no formal,yes,yes,offline,sunny,,
371,CIVIL,Female,Group A,B,76,Pass,Female,17,Group D,Master,CIVIL,CIVIL,95,69,7,No,Student_371,MECH,2,70,29,35,64,C,Female,Group B,Some College,Completed,66.08,34.26,76.86,371,19,other,ba,3rd year,post graduate,yes,yes,offline,cloudy,,
372,ECE,Female,Group C,B,72,Pass,Male,17,Group A,Master,CIVIL,MECH,90,65,1,No,Student_372,EEE,8,81,20,59,79,B,Male,Group D,Master's Degree,Completed,61.35,77.31,62.44,372,22,male,nursing,2nd year,no formal,yes,no,offline,sunny,,
373,CIVIL,Female,Group D,D,42,Fail,Male,24,Group A,Master,CIVIL,CIVIL,65,48,3,No,Student_373,ECE,7,70,25,56,81,B,Female,Group A,Associate's Degree,Completed,77.63,87.36,78.71,373,20,other,pharmacy,4th year,post graduate,yes,no,online,rainy,,
374,CIVIL,Female,Group C,B,79,Pass,Female,24,Group A,PhD,CSE,CIVIL,84,69,7,No,Student_374,MECH,4,76,40,56,96,A,Female,Group E,Some College,Completed,84.87,70.36,44.56,374,19,female,b.tech,1st year,phd,no,no,offline,sunny,,
375,ECE,Female,Group D,D,48,Fail,Male,23,Group E,High School,ECE,MECH,97,51,2,No,Student_375,EEE,6,88,20,46,66,C,Female,Group D,Master's Degree,Completed,73.54,46.87,85.11,375,24,other,nursing,4th year,phd,yes,yes,offline,rainy,,
376,ECE,Male,Group E,D,50,Pass,Male,21,Group C,High School,CIVIL,MECH,84,59,6,No,Student_376,CSE,8,80,26,47,73,B,Female,Group E,Associate's Degree,Completed,41.6,65.78,43.67,376,17,female,bba,2nd year,no formal,yes,yes,offline,sunny,,
377,CSE,Female,Group D,C,64,Pass,Female,21,Group C,Master,ECE,ECE,84,99,5,Yes,Student_377,ECE,4,98,21,60,81,B,Female,Group C,Some High School,Completed,83.18,37.41,55.45,377,22,female,nursing,3rd year,graduate,yes,no,offline,rainy,,
378,MECH,Male,Group C,C,65,Pass,Male,22,Group E,High School,CIVIL,CIVIL,61,86,8,No,Student_378,CIVIL,4,70,28,48,76,B,Female,Group E,Associate's Degree,Completed,63.16,64.39,48.84,378,22,male,diploma,3rd year,graduate,yes,no,offline,hot,,
379,CSE,Male,Group C,D,51,Pass,Male,21,Group E,Associate,CSE,MECH,63,99,8,Yes,Student_379,ECE,3,73,24,52,76,B,Female,Group B,Associate's Degree,Completed,55.08,83.56,52.29,379,20,female,b.tech,2nd year,graduate,yes,yes,offline,sunny,,
380,EEE,Male,Group E,B,73,Pass,Female,20,Group A,Bachelor,EEE,CSE,81,72,5,No,Student_380,EEE,1,96,21,41,62,C,Female,Group B,Master's Degree,Completed,84.03,69.8,66.07,380,19,male,bba,4th year,post graduate,yes,no,offline,cloudy,,
381,CIVIL,Female,Group A,D,41,Fail,Male,25,Group A,Master,CSE,ECE,86,73,3,No,Student_381,EEE,7,68,38,47,85,A,Male,Group E,Associate's Degree,Completed,83.36,88.93,67.38,381,17,male,b.tech,2nd year,phd,yes,yes,offline,sunny,,
382,CIVIL,Female,Group B,B,70,Pass,Female,24,Group E,Associate,ECE,CSE,93,48,4,No,Student_382,CSE,3,76,24,60,84,B,Female,Group C,Some High School,Completed,47.81,59.55,59.78,382,24,other,ba,3rd year,graduate,yes,no,online,cold,,
383,ECE,Male,Group E,A,97,Pass,Male,18,Group B,PhD,CIVIL,CIVIL,91,41,7,No,Student_383,EEE,8,96,36,38,74,B,Male,Group D,Associate's Degree,Completed,49.58,33.49,47.56,383,24,other,diploma,4th year,graduate,no,yes,offline,cloudy,,
384,MECH,Male,Group B,D,51,Pass,Male,21,Group D,Associate,ECE,MECH,87,90,1,No,Student_384,EEE,3,92,29,41,70,B,Female,Group D,High School,Completed,94.44,55.95,72.46,384,18,male,diploma,1st year,post graduate,no,yes,online,rainy,,
385,CIVIL,Female,Group A,B,76,Pass,Male,17,Group B,Bachelor,CIVIL,EEE,60,58,5,No,Student_385,MECH,1,89,31,46,77,B,Female,Group D,Some College,Completed,73.43,54.17,86.47,385,17,female,diploma,4th year,graduate,no,yes,offline,cold,,
386,EEE,Male,Group C,A,91,Pass,Male,22,Group E,Bachelor,CSE,CIVIL,80,76,1,No,Student_386,EEE,5,66,20,58,78,B,Female,Group A,Master's Degree,Completed,63.14,75.65,88.27,386,17,male,bca,4th year,high school,no,yes,offline,sunny,,
387,CSE,Female,Group C,B,83,Pass,Male,19,Group C,High School,CIVIL,CIVIL,99,53,5,No,Student_387,ECE,2,89,24,40,64,C,Female,Group A,Master's Degree,Completed,54.47,72.57,74.26,387,17,male,b.tech,2nd year,phd,yes,yes,offline,hot,,
388,CSE,Male,Group B,B,82,Pass,Female,23,Group B,Master,CSE,EEE,73,96,1,Yes,Student_388,MECH,8,69,39,35,74,B,Male,Group C,Bachelor's Degree,Completed,49.46,55.05,82.55,388,23,female,bca,4th year,post graduate,yes,yes,offline,cloudy,,
389,CIVIL,Female,Group D,B,81,Pass,Male,19,Group E,High School,ECE,CIVIL,65,82,8,No,Student_389,CIVIL,4,78,23,56,79,B,Male,Group C,Some College,Completed,88.4,69.05,68.33,389,24,other,bba,1st year,graduate,yes,no,online,cold,,
390,CIVIL,Male,Group A,D,43,Fail,Male,19,Group A,Associate,CSE,ECE,90,74,3,No,Student_390,CSE,3,87,30,49,79,B,Female,Group D,Some College,Completed,75.06,88.48,65.2,390,18,male,bba,1st year,no formal,yes,yes,offline,sunny,,
391,CIVIL,Male,Group E,D,54,Pass,Female,24,Group E,PhD,EEE,ECE,60,88,5,No,Student_391,ECE,1,93,38,47,85,A,Male,Group B,Associate's Degree,Completed,56.24,57.55,41.57,391,22,female,b.sc,4th year,high school,yes,no,offline,cold,,
392,ECE,Male,Group D,A,94,Pass,Female,25,Group E,High School,EEE,EEE,100,89,3,No,Student_392,EEE,3,97,26,60,86,A,Male,Group A,Bachelor's Degree,Completed,73.5,42.14,60.11,392,18,other,diploma,4th year,high school,yes,no,offline,hot,,
393,EEE,Male,Group D,D,48,Fail,Female,23,Group A,Master,ECE,CIVIL,92,62,5,No,Student_393,CSE,2,66,34,53,87,A,Female,Group C,Bachelor's Degree,Completed,87.62,38.85,79.1,393,19,female,bca,1st year,post graduate,no,yes,online,rainy,,
394,MECH,Female,Group D,B,84,Pass,Male,23,Group D,Associate,EEE,ECE,89,81,4,No,Student_394,MECH,3,99,34,60,94,A,Female,Group E,Some High School,Completed,51,74.35,75.38,394,21,male,ba,3rd year,no formal,yes,yes,offline,cloudy,,
395,CIVIL,Female,Group C,B,78,Pass,Male,24,Group E,Bachelor,CIVIL,ECE,66,91,7,No,Student_395,ECE,6,75,38,53,91,A,Female,Group A,Master's Degree,Completed,55.53,40.57,47.64,395,22,female,b.tech,1st year,high school,yes,no,offline,hot,,
396,ECE,Male,Group C,D,43,Fail,Female,25,Group B,PhD,EEE,ECE,90,69,5,No,Student_396,CIVIL,2,78,35,54,89,A,Male,Group B,Some College,Completed,65.44,30.57,38.93,396,23,other,b.tech,4th year,graduate,yes,yes,offline,rainy,,
397,ECE,Female,Group C,A,89,Pass,Female,20,Group D,Associate,CIVIL,ECE,69,61,3,No,Student_397,MECH,8,98,29,54,83,B,Male,Group E,Some High School,Completed,48.63,62.54,75.82,397,17,other,ba,4th year,post graduate,yes,no,offline,rainy,,
398,MECH,Female,Group A,B,71,Pass,Male,22,Group E,Associate,EEE,EEE,94,54,3,No,Student_398,ECE,6,85,24,43,67,C,Male,Group B,High School,Completed,46.9,37.68,63.84,398,18,female,bba,2nd year,no formal,yes,no,offline,sunny,,
399,EEE,Female,Group D,B,84,Pass,Male,18,Group E,Master,MECH,EEE,91,75,6,No,Student_399,CIVIL,7,65,22,45,67,C,Female,Group A,Master's Degree,Completed,43.22,71.69,88.12,399,19,male,pharmacy,1st year,post graduate,yes,yes,offline,sunny,,
400,MECH,Female,Group D,B,82,Pass,Female,24,Group B,Bachelor,EEE,CSE,83,61,1,No,Student_400,EEE,8,66,20,49,69,C,Male,Group C,Some High School,Completed,38.22,41.22,80.3,400,19,other,diploma,1st year,graduate,yes,no,offline,sunny,,
